Country,State,District,Category,Sub_Category,Year,Total_Crimes
Malaysia,Sabah,Keningau,property,theft_vehicle_motorcycle,1/1/2022,7
Malaysia,Sabah,Keningau,property,theft_vehicle_motorcycle,1/1/2023,34
Malaysia,Sabah,Kota Belud,assault,all,1/1/2021,9
Malaysia,Sabah,Kota Belud,assault,all,1/1/2022,9
Malaysia,Sabah,Kota Belud,assault,all,1/1/2023,15
Malaysia,Sabah,Kota Belud,assault,causing_injury,1/1/2021,1
Malaysia,Sabah,Kota Belud,assault,causing_injury,1/1/2022,2
Malaysia,Sabah,Kota Belud,assault,causing_injury,1/1/2023,3
Malaysia,Sabah,Kota Belud,assault,murder,1/1/2021,0
Malaysia,Sabah,Kota Belud,assault,murder,1/1/2022,0
Malaysia,Sabah,Kota Belud,assault,murder,1/1/2023,0
Malaysia,Sabah,Kota Belud,assault,rape,1/1/2021,6
Malaysia,Sabah,Kota Belud,assault,rape,1/1/2022,6
Malaysia,Sabah,Kota Belud,assault,rape,1/1/2023,12
Malaysia,Sabah,Kota Belud,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Sabah,Kota Belud,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Sabah,Kota Belud,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Sabah,Kota Belud,assault,robbery_gang_unarmed,1/1/2021,2
Malaysia,Sabah,Kota Belud,assault,robbery_gang_unarmed,1/1/2022,0
Malaysia,Sabah,Kota Belud,assault,robbery_gang_unarmed,1/1/2023,0
Malaysia,Sabah,Kota Belud,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Sabah,Kota Belud,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Sabah,Kota Belud,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Sabah,Kota Belud,assault,robbery_solo_unarmed,1/1/2021,0
Malaysia,Sabah,Kota Belud,assault,robbery_solo_unarmed,1/1/2022,1
Malaysia,Sabah,Kota Belud,assault,robbery_solo_unarmed,1/1/2023,0
Malaysia,Sabah,Kota Belud,property,all,1/1/2021,95
Malaysia,Sabah,Kota Belud,property,all,1/1/2022,33
Malaysia,Sabah,Kota Belud,property,all,1/1/2023,20
Malaysia,Sabah,Kota Belud,property,break_in,1/1/2021,30
Malaysia,Sabah,Kota Belud,property,break_in,1/1/2022,13
Malaysia,Sabah,Kota Belud,property,break_in,1/1/2023,10
Malaysia,Sabah,Kota Belud,property,theft_other,1/1/2021,54
Malaysia,Sabah,Kota Belud,property,theft_other,1/1/2022,12
Malaysia,Sabah,Kota Belud,property,theft_other,1/1/2023,4
Malaysia,Sabah,Kota Belud,property,theft_vehicle_lorry,1/1/2021,0
Malaysia,Sabah,Kota Belud,property,theft_vehicle_lorry,1/1/2022,0
Malaysia,Sabah,Kota Belud,property,theft_vehicle_lorry,1/1/2023,0
Malaysia,Sabah,Kota Belud,property,theft_vehicle_motorcar,1/1/2021,1
Malaysia,Sabah,Kota Belud,property,theft_vehicle_motorcar,1/1/2022,0
Malaysia,Sabah,Kota Belud,property,theft_vehicle_motorcar,1/1/2023,0
Malaysia,Sabah,Kota Belud,property,theft_vehicle_motorcycle,1/1/2021,10
Malaysia,Sabah,Kota Belud,property,theft_vehicle_motorcycle,1/1/2022,8
Malaysia,Sabah,Kota Belud,property,theft_vehicle_motorcycle,1/1/2023,6
Malaysia,Sabah,Kota Kinabalu,assault,all,1/1/2021,88
Malaysia,Sabah,Kota Kinabalu,assault,all,1/1/2022,125
Malaysia,Sabah,Kota Kinabalu,assault,all,1/1/2023,81
Malaysia,Sabah,Kota Kinabalu,assault,causing_injury,1/1/2021,39
Malaysia,Sabah,Kota Kinabalu,assault,causing_injury,1/1/2022,40
Malaysia,Sabah,Kota Kinabalu,assault,causing_injury,1/1/2023,33
Malaysia,Sabah,Kota Kinabalu,assault,murder,1/1/2021,1
Malaysia,Sabah,Kota Kinabalu,assault,murder,1/1/2022,6
Malaysia,Sabah,Kota Kinabalu,assault,murder,1/1/2023,5
Malaysia,Sabah,Kota Kinabalu,assault,rape,1/1/2021,15
Malaysia,Sabah,Kota Kinabalu,assault,rape,1/1/2022,31
Malaysia,Sabah,Kota Kinabalu,assault,rape,1/1/2023,13
Malaysia,Sabah,Kota Kinabalu,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Sabah,Kota Kinabalu,assault,robbery_gang_armed,1/1/2022,1
Malaysia,Sabah,Kota Kinabalu,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,1/1/2021,18
Malaysia,Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,1/1/2022,22
Malaysia,Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,1/1/2023,10
Malaysia,Sabah,Kota Kinabalu,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Sabah,Kota Kinabalu,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Sabah,Kota Kinabalu,assault,robbery_solo_armed,1/1/2023,1
Malaysia,Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,1/1/2021,15
Malaysia,Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,1/1/2022,25
Malaysia,Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,1/1/2023,19
Malaysia,Sabah,Kota Kinabalu,property,all,1/1/2021,861
Malaysia,Sabah,Kota Kinabalu,property,all,1/1/2022,1165
Malaysia,Sabah,Kota Kinabalu,property,all,1/1/2023,915
Malaysia,Sabah,Kota Kinabalu,property,break_in,1/1/2021,315
Malaysia,Sabah,Kota Kinabalu,property,break_in,1/1/2022,420
Malaysia,Sabah,Kota Kinabalu,property,break_in,1/1/2023,357
Malaysia,Sabah,Kota Kinabalu,property,theft_other,1/1/2021,472
Malaysia,Sabah,Kota Kinabalu,property,theft_other,1/1/2022,585
Malaysia,Sabah,Kota Kinabalu,property,theft_other,1/1/2023,366
Malaysia,Sabah,Kota Kinabalu,property,theft_vehicle_lorry,1/1/2021,4
Malaysia,Sabah,Kota Kinabalu,property,theft_vehicle_lorry,1/1/2022,15
Malaysia,Sabah,Kota Kinabalu,property,theft_vehicle_lorry,1/1/2023,18
Malaysia,Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,1/1/2021,16
Malaysia,Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,1/1/2022,39
Malaysia,Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,1/1/2023,51
Malaysia,Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,1/1/2021,54
Malaysia,Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,1/1/2022,106
Malaysia,Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,1/1/2023,123
Malaysia,Sabah,Kota Kinabatangan,assault,all,1/1/2021,9
Malaysia,Sabah,Kota Kinabatangan,assault,all,1/1/2022,18
Malaysia,Sabah,Kota Kinabatangan,assault,all,1/1/2023,14
Malaysia,Sabah,Kota Kinabatangan,assault,causing_injury,1/1/2021,4
Malaysia,Sabah,Kota Kinabatangan,assault,causing_injury,1/1/2022,9
Malaysia,Sabah,Kota Kinabatangan,assault,causing_injury,1/1/2023,5
Malaysia,Sabah,Kota Kinabatangan,assault,murder,1/1/2021,1
Malaysia,Sabah,Kota Kinabatangan,assault,murder,1/1/2022,2
Malaysia,Sabah,Kota Kinabatangan,assault,murder,1/1/2023,1
Malaysia,Sabah,Kota Kinabatangan,assault,rape,1/1/2021,4
Malaysia,Sabah,Kota Kinabatangan,assault,rape,1/1/2022,5
Malaysia,Sabah,Kota Kinabatangan,assault,rape,1/1/2023,6
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_gang_armed,1/1/2023,1
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,1/1/2021,0
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,1/1/2022,0
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_gang_unarmed,1/1/2023,1
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,1/1/2021,0
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,1/1/2022,2
Malaysia,Sabah,Kota Kinabatangan,assault,robbery_solo_unarmed,1/1/2023,0
Malaysia,Sabah,Kota Kinabatangan,property,all,1/1/2021,60
Malaysia,Sabah,Kota Kinabatangan,property,all,1/1/2022,52
Malaysia,Sabah,Kota Kinabatangan,property,all,1/1/2023,74
Malaysia,Sabah,Kota Kinabatangan,property,break_in,1/1/2021,14
Malaysia,Sabah,Kota Kinabatangan,property,break_in,1/1/2022,14
Malaysia,Sabah,Kota Kinabatangan,property,break_in,1/1/2023,27
Malaysia,Sabah,Kota Kinabatangan,property,theft_other,1/1/2021,31
Malaysia,Sabah,Kota Kinabatangan,property,theft_other,1/1/2022,28
Malaysia,Sabah,Kota Kinabatangan,property,theft_other,1/1/2023,32
Malaysia,Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,1/1/2021,2
Malaysia,Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,1/1/2022,1
Malaysia,Sabah,Kota Kinabatangan,property,theft_vehicle_lorry,1/1/2023,0
Malaysia,Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,1/1/2021,2
Malaysia,Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,1/1/2022,0
Malaysia,Sabah,Kota Kinabatangan,property,theft_vehicle_motorcar,1/1/2023,1
Malaysia,Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,1/1/2021,11
Malaysia,Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,1/1/2022,9
Malaysia,Sabah,Kota Kinabatangan,property,theft_vehicle_motorcycle,1/1/2023,14
Malaysia,Sabah,Kota Marudu,assault,all,1/1/2021,5
Malaysia,Sabah,Kota Marudu,assault,all,1/1/2022,15
Malaysia,Sabah,Kota Marudu,assault,all,1/1/2023,13
Malaysia,Sabah,Kota Marudu,assault,causing_injury,1/1/2021,0
Malaysia,Sabah,Kota Marudu,assault,causing_injury,1/1/2022,5
Malaysia,Sabah,Kota Marudu,assault,causing_injury,1/1/2023,0
Malaysia,Sabah,Kota Marudu,assault,murder,1/1/2021,0
Malaysia,Sabah,Kota Marudu,assault,murder,1/1/2022,0
Malaysia,Sabah,Kota Marudu,assault,murder,1/1/2023,1
Malaysia,Sabah,Kota Marudu,assault,rape,1/1/2021,5
Malaysia,Sabah,Kota Marudu,assault,rape,1/1/2022,9
Malaysia,Sabah,Kota Marudu,assault,rape,1/1/2023,12
Malaysia,Sabah,Kota Marudu,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Sabah,Kota Marudu,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Sabah,Kota Marudu,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Sabah,Kota Marudu,assault,robbery_gang_unarmed,1/1/2021,0
Malaysia,Sabah,Kota Marudu,assault,robbery_gang_unarmed,1/1/2022,0
Malaysia,Sabah,Kota Marudu,assault,robbery_gang_unarmed,1/1/2023,0
Malaysia,Sabah,Kota Marudu,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Sabah,Kota Marudu,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Sabah,Kota Marudu,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Sabah,Kota Marudu,assault,robbery_solo_unarmed,1/1/2021,0
Malaysia,Sabah,Kota Marudu,assault,robbery_solo_unarmed,1/1/2022,1
Malaysia,Sabah,Kota Marudu,assault,robbery_solo_unarmed,1/1/2023,0
Malaysia,Sabah,Kota Marudu,property,all,1/1/2021,54
Malaysia,Sabah,Kota Marudu,property,all,1/1/2022,66
Malaysia,Sabah,Kota Marudu,property,all,1/1/2023,67
Malaysia,Sabah,Kota Marudu,property,break_in,1/1/2021,27
Malaysia,Sabah,Kota Marudu,property,break_in,1/1/2022,40
Malaysia,Sabah,Kota Marudu,property,break_in,1/1/2023,21
Malaysia,Sabah,Kota Marudu,property,theft_other,1/1/2021,23
Malaysia,Sabah,Kota Marudu,property,theft_other,1/1/2022,19
Malaysia,Sabah,Kota Marudu,property,theft_other,1/1/2023,33
Malaysia,Sabah,Kota Marudu,property,theft_vehicle_lorry,1/1/2021,0
Malaysia,Sabah,Kota Marudu,property,theft_vehicle_lorry,1/1/2022,2
Malaysia,Sabah,Kota Marudu,property,theft_vehicle_lorry,1/1/2023,0
Malaysia,Sabah,Kota Marudu,property,theft_vehicle_motorcar,1/1/2021,0
Malaysia,Sabah,Kota Marudu,property,theft_vehicle_motorcar,1/1/2022,1
Malaysia,Sabah,Kota Marudu,property,theft_vehicle_motorcar,1/1/2023,6
Malaysia,Sabah,Kota Marudu,property,theft_vehicle_motorcycle,1/1/2021,4
Malaysia,Sabah,Kota Marudu,property,theft_vehicle_motorcycle,1/1/2022,4
Malaysia,Sabah,Kota Marudu,property,theft_vehicle_motorcycle,1/1/2023,7
Malaysia,Sabah,Kudat,assault,all,1/1/2021,9
Malaysia,Sabah,Kudat,assault,all,1/1/2022,12
Malaysia,Sabah,Kudat,assault,all,1/1/2023,14
Malaysia,Sabah,Kudat,assault,causing_injury,1/1/2021,3
Malaysia,Sabah,Kudat,assault,causing_injury,1/1/2022,3
Malaysia,Sabah,Kudat,assault,causing_injury,1/1/2023,8
Malaysia,Sabah,Kudat,assault,murder,1/1/2021,0
Malaysia,Sabah,Kudat,assault,murder,1/1/2022,1
Malaysia,Sabah,Kudat,assault,murder,1/1/2023,0
Malaysia,Sabah,Kudat,assault,rape,1/1/2021,6
Malaysia,Sabah,Kudat,assault,rape,1/1/2022,8
Malaysia,Sabah,Kudat,assault,rape,1/1/2023,5
Malaysia,Sabah,Kudat,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Sabah,Kudat,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Sabah,Kudat,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Sabah,Kudat,assault,robbery_gang_unarmed,1/1/2021,0
Malaysia,Sabah,Kudat,assault,robbery_gang_unarmed,1/1/2022,0
Malaysia,Sabah,Kudat,assault,robbery_gang_unarmed,1/1/2023,1
Malaysia,Sabah,Kudat,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Sabah,Kudat,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Sabah,Kudat,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Sabah,Kudat,assault,robbery_solo_unarmed,1/1/2021,0
Malaysia,Sabah,Kudat,assault,robbery_solo_unarmed,1/1/2022,0
Malaysia,Sabah,Kudat,assault,robbery_solo_unarmed,1/1/2023,0
Malaysia,Sabah,Kudat,property,all,1/1/2021,16
Malaysia,Sabah,Kudat,property,all,1/1/2022,26
Malaysia,Sabah,Kudat,property,all,1/1/2023,42
Malaysia,Sabah,Kudat,property,break_in,1/1/2021,9
Malaysia,Sabah,Kudat,property,break_in,1/1/2022,10
Malaysia,Sabah,Kudat,property,break_in,1/1/2023,21
Malaysia,Sabah,Kudat,property,theft_other,1/1/2021,6
Malaysia,Sabah,Kudat,property,theft_other,1/1/2022,14
Malaysia,Sabah,Kudat,property,theft_other,1/1/2023,18
Malaysia,Sabah,Kudat,property,theft_vehicle_lorry,1/1/2021,0
Malaysia,Sabah,Kudat,property,theft_vehicle_lorry,1/1/2022,0
Malaysia,Sabah,Kudat,property,theft_vehicle_lorry,1/1/2023,0
Malaysia,Sabah,Kudat,property,theft_vehicle_motorcar,1/1/2021,1
Malaysia,Sabah,Kudat,property,theft_vehicle_motorcar,1/1/2022,0
Malaysia,Sabah,Kudat,property,theft_vehicle_motorcar,1/1/2023,1
Malaysia,Sabah,Kudat,property,theft_vehicle_motorcycle,1/1/2021,0
Malaysia,Sabah,Kudat,property,theft_vehicle_motorcycle,1/1/2022,2
Malaysia,Sabah,Kudat,property,theft_vehicle_motorcycle,1/1/2023,2
Malaysia,Sabah,Kunak,assault,all,1/1/2021,7
Malaysia,Sabah,Kunak,assault,all,1/1/2022,8
Malaysia,Sabah,Kunak,assault,all,1/1/2023,6
Malaysia,Sabah,Kunak,assault,causing_injury,1/1/2021,2
Malaysia,Sabah,Kunak,assault,causing_injury,1/1/2022,3
Malaysia,Sabah,Kunak,assault,causing_injury,1/1/2023,3
Malaysia,Sabah,Kunak,assault,murder,1/1/2021,1
Malaysia,Sabah,Kunak,assault,murder,1/1/2022,1
Malaysia,Sabah,Kunak,assault,murder,1/1/2023,0
Malaysia,Sabah,Kunak,assault,rape,1/1/2021,1
Malaysia,Sabah,Kunak,assault,rape,1/1/2022,1
Malaysia,Sabah,Kunak,assault,rape,1/1/2023,3
Malaysia,Sabah,Kunak,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Sabah,Kunak,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Sabah,Kunak,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Sabah,Kunak,assault,robbery_gang_unarmed,1/1/2021,0
Malaysia,Sabah,Kunak,assault,robbery_gang_unarmed,1/1/2022,0
Malaysia,Sabah,Kunak,assault,robbery_gang_unarmed,1/1/2023,0
Malaysia,Sabah,Kunak,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Sabah,Kunak,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Sabah,Kunak,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Sabah,Kunak,assault,robbery_solo_unarmed,1/1/2021,3
Malaysia,Sabah,Kunak,assault,robbery_solo_unarmed,1/1/2022,3
Malaysia,Sabah,Kunak,assault,robbery_solo_unarmed,1/1/2023,0
Malaysia,Sabah,Kunak,property,all,1/1/2021,37
Malaysia,Sabah,Kunak,property,all,1/1/2022,29
Malaysia,Sabah,Kunak,property,all,1/1/2023,42
Malaysia,Sabah,Kunak,property,break_in,1/1/2021,21
Malaysia,Sabah,Kunak,property,break_in,1/1/2022,12
Malaysia,Sabah,Kunak,property,break_in,1/1/2023,17
Malaysia,Sabah,Kunak,property,theft_other,1/1/2021,12
Malaysia,Sabah,Kunak,property,theft_other,1/1/2022,15
Malaysia,Sabah,Kunak,property,theft_other,1/1/2023,18
Malaysia,Sabah,Kunak,property,theft_vehicle_lorry,1/1/2021,0
Malaysia,Sabah,Kunak,property,theft_vehicle_lorry,1/1/2022,0
Malaysia,Sabah,Kunak,property,theft_vehicle_lorry,1/1/2023,0
Malaysia,Sabah,Kunak,property,theft_vehicle_motorcar,1/1/2021,2
Malaysia,Sabah,Kunak,property,theft_vehicle_motorcar,1/1/2022,1
Malaysia,Sabah,Kunak,property,theft_vehicle_motorcar,1/1/2023,1
Malaysia,Sabah,Kunak,property,theft_vehicle_motorcycle,1/1/2021,2
Malaysia,Sabah,Kunak,property,theft_vehicle_motorcycle,1/1/2022,1
Malaysia,Sabah,Kunak,property,theft_vehicle_motorcycle,1/1/2023,6
Malaysia,Sabah,Lahad Datu,assault,all,1/1/2021,24
Malaysia,Sabah,Lahad Datu,assault,all,1/1/2022,27
Malaysia,Sabah,Lahad Datu,assault,all,1/1/2023,43
Malaysia,Sabah,Lahad Datu,assault,causing_injury,1/1/2021,7
Malaysia,Sabah,Lahad Datu,assault,causing_injury,1/1/2022,9
Malaysia,Sabah,Lahad Datu,assault,causing_injury,1/1/2023,10
Malaysia,Sabah,Lahad Datu,assault,murder,1/1/2021,2
Malaysia,Sabah,Lahad Datu,assault,murder,1/1/2022,1
Malaysia,Sabah,Lahad Datu,assault,murder,1/1/2023,3
Malaysia,Sabah,Lahad Datu,assault,rape,1/1/2021,11
Malaysia,Sabah,Lahad Datu,assault,rape,1/1/2022,10
Malaysia,Sabah,Lahad Datu,assault,rape,1/1/2023,21
Malaysia,Sabah,Lahad Datu,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Sabah,Lahad Datu,assault,robbery_gang_armed,1/1/2022,1
Malaysia,Sabah,Lahad Datu,assault,robbery_gang_armed,1/1/2023,1
Malaysia,Sabah,Lahad Datu,assault,robbery_gang_unarmed,1/1/2021,1
Malaysia,Sabah,Lahad Datu,assault,robbery_gang_unarmed,1/1/2022,0
Malaysia,Sabah,Lahad Datu,assault,robbery_gang_unarmed,1/1/2023,7
Malaysia,Sabah,Lahad Datu,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Sabah,Lahad Datu,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Sabah,Lahad Datu,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Sabah,Lahad Datu,assault,robbery_solo_unarmed,1/1/2021,3
Malaysia,Sabah,Lahad Datu,assault,robbery_solo_unarmed,1/1/2022,6
Malaysia,Sabah,Lahad Datu,assault,robbery_solo_unarmed,1/1/2023,1
Malaysia,Sabah,Lahad Datu,property,all,1/1/2021,138
Malaysia,Sabah,Lahad Datu,property,all,1/1/2022,121
Malaysia,Sabah,Lahad Datu,property,all,1/1/2023,162
Malaysia,Sabah,Lahad Datu,property,break_in,1/1/2021,30
Malaysia,Sabah,Lahad Datu,property,break_in,1/1/2022,32
Malaysia,Sabah,Lahad Datu,property,break_in,1/1/2023,42
Malaysia,Sabah,Lahad Datu,property,theft_other,1/1/2021,84
Malaysia,Sabah,Lahad Datu,property,theft_other,1/1/2022,63
Malaysia,Sabah,Lahad Datu,property,theft_other,1/1/2023,99
Malaysia,Sabah,Lahad Datu,property,theft_vehicle_lorry,1/1/2021,2
Malaysia,Sabah,Lahad Datu,property,theft_vehicle_lorry,1/1/2022,1
Malaysia,Sabah,Lahad Datu,property,theft_vehicle_lorry,1/1/2023,0
Malaysia,Sabah,Lahad Datu,property,theft_vehicle_motorcar,1/1/2021,6
Malaysia,Sabah,Lahad Datu,property,theft_vehicle_motorcar,1/1/2022,2
Malaysia,Sabah,Lahad Datu,property,theft_vehicle_motorcar,1/1/2023,2
Malaysia,Sabah,Lahad Datu,property,theft_vehicle_motorcycle,1/1/2021,16
Malaysia,Sabah,Lahad Datu,property,theft_vehicle_motorcycle,1/1/2022,23
Malaysia,Sabah,Lahad Datu,property,theft_vehicle_motorcycle,1/1/2023,19
Malaysia,Sabah,Papar,assault,all,1/1/2021,25
Malaysia,Sabah,Papar,assault,all,1/1/2022,13
Malaysia,Sabah,Papar,assault,all,1/1/2023,27
Malaysia,Sabah,Papar,assault,causing_injury,1/1/2021,12
Malaysia,Sabah,Papar,assault,causing_injury,1/1/2022,4
Malaysia,Sabah,Papar,assault,causing_injury,1/1/2023,11
Malaysia,Sabah,Papar,assault,murder,1/1/2021,0
Malaysia,Sabah,Papar,assault,murder,1/1/2022,0
Malaysia,Sabah,Papar,assault,murder,1/1/2023,0
Malaysia,Sabah,Papar,assault,rape,1/1/2021,8
Malaysia,Sabah,Papar,assault,rape,1/1/2022,6
Malaysia,Sabah,Papar,assault,rape,1/1/2023,13
Malaysia,Sabah,Papar,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Sabah,Papar,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Sabah,Papar,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Sabah,Papar,assault,robbery_gang_unarmed,1/1/2021,3
Malaysia,Sabah,Papar,assault,robbery_gang_unarmed,1/1/2022,2
Malaysia,Sabah,Papar,assault,robbery_gang_unarmed,1/1/2023,1
Malaysia,Sabah,Papar,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Sabah,Papar,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Sabah,Papar,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Sabah,Papar,assault,robbery_solo_unarmed,1/1/2021,2
Malaysia,Sabah,Papar,assault,robbery_solo_unarmed,1/1/2022,1
Malaysia,Sabah,Papar,assault,robbery_solo_unarmed,1/1/2023,2
Malaysia,Sabah,Papar,property,all,1/1/2021,78
Malaysia,Sabah,Papar,property,all,1/1/2022,90
Malaysia,Sabah,Papar,property,all,1/1/2023,124
Malaysia,Sabah,Papar,property,break_in,1/1/2021,31
Malaysia,Sabah,Papar,property,break_in,1/1/2022,32
Malaysia,Sabah,Papar,property,break_in,1/1/2023,41
Malaysia,Sabah,Papar,property,theft_other,1/1/2021,40
Malaysia,Sabah,Papar,property,theft_other,1/1/2022,42
Malaysia,Sabah,Papar,property,theft_other,1/1/2023,66
Malaysia,Sabah,Papar,property,theft_vehicle_lorry,1/1/2021,0
Malaysia,Sabah,Papar,property,theft_vehicle_lorry,1/1/2022,0
Malaysia,Sabah,Papar,property,theft_vehicle_lorry,1/1/2023,1
Malaysia,Sabah,Papar,property,theft_vehicle_motorcar,1/1/2021,1
Malaysia,Sabah,Papar,property,theft_vehicle_motorcar,1/1/2022,4
Malaysia,Sabah,Papar,property,theft_vehicle_motorcar,1/1/2023,2
Malaysia,Sabah,Papar,property,theft_vehicle_motorcycle,1/1/2021,6
Malaysia,Sabah,Papar,property,theft_vehicle_motorcycle,1/1/2022,12
Malaysia,Sabah,Papar,property,theft_vehicle_motorcycle,1/1/2023,14
Malaysia,Sabah,Penampang,assault,all,1/1/2021,28
Malaysia,Sabah,Penampang,assault,all,1/1/2022,35
Malaysia,Sabah,Penampang,assault,all,1/1/2023,44
Malaysia,Sabah,Penampang,assault,causing_injury,1/1/2021,8
Malaysia,Sabah,Penampang,assault,causing_injury,1/1/2022,9
Malaysia,Sabah,Penampang,assault,causing_injury,1/1/2023,13
Malaysia,Sabah,Penampang,assault,murder,1/1/2021,1
Malaysia,Sabah,Penampang,assault,murder,1/1/2022,1
Malaysia,Sabah,Penampang,assault,murder,1/1/2023,2
Malaysia,Sabah,Penampang,assault,rape,1/1/2021,15
Malaysia,Sabah,Penampang,assault,rape,1/1/2022,15
Malaysia,Sabah,Penampang,assault,rape,1/1/2023,25
Malaysia,Sabah,Penampang,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Sabah,Penampang,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Sabah,Penampang,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Sabah,Penampang,assault,robbery_gang_unarmed,1/1/2021,3
Malaysia,Sabah,Penampang,assault,robbery_gang_unarmed,1/1/2022,4
Malaysia,Sabah,Penampang,assault,robbery_gang_unarmed,1/1/2023,2
Malaysia,Sabah,Penampang,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Sabah,Penampang,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Sabah,Penampang,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Sabah,Penampang,assault,robbery_solo_unarmed,1/1/2021,1
Malaysia,Sabah,Penampang,assault,robbery_solo_unarmed,1/1/2022,6
Malaysia,Sabah,Penampang,assault,robbery_solo_unarmed,1/1/2023,2
Malaysia,Sabah,Penampang,property,all,1/1/2021,213
Malaysia,Sabah,Penampang,property,all,1/1/2022,231
Malaysia,Sabah,Penampang,property,all,1/1/2023,216
Malaysia,Sabah,Penampang,property,break_in,1/1/2021,80
Malaysia,Sabah,Penampang,property,break_in,1/1/2022,94
Malaysia,Sabah,Penampang,property,break_in,1/1/2023,92
Malaysia,Sabah,Penampang,property,theft_other,1/1/2021,89
Malaysia,Sabah,Penampang,property,theft_other,1/1/2022,74
Malaysia,Sabah,Penampang,property,theft_other,1/1/2023,75
Malaysia,Sabah,Penampang,property,theft_vehicle_lorry,1/1/2021,4
Malaysia,Sabah,Penampang,property,theft_vehicle_lorry,1/1/2022,3
Malaysia,Sabah,Penampang,property,theft_vehicle_lorry,1/1/2023,4
