Country,State,District,Category,Sub_Category,Year,Total_Crimes
Malaysia,Negeri Sembilan,Jelebu,assault,murder,1/1/2021,0
Malaysia,Negeri Sembilan,Jelebu,assault,murder,1/1/2022,0
Malaysia,Negeri Sembilan,Jelebu,assault,murder,1/1/2023,1
Malaysia,Negeri Sembilan,Jelebu,assault,rape,1/1/2021,5
Malaysia,Negeri Sembilan,Jelebu,assault,rape,1/1/2022,4
Malaysia,Negeri Sembilan,Jelebu,assault,rape,1/1/2023,0
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_gang_unarmed,1/1/2021,1
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_gang_unarmed,1/1/2022,1
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_gang_unarmed,1/1/2023,4
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_solo_unarmed,1/1/2021,2
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_solo_unarmed,1/1/2022,4
Malaysia,Negeri Sembilan,Jelebu,assault,robbery_solo_unarmed,1/1/2023,1
Malaysia,Negeri Sembilan,Jelebu,property,all,1/1/2021,28
Malaysia,Negeri Sembilan,Jelebu,property,all,1/1/2022,51
Malaysia,Negeri Sembilan,Jelebu,property,all,1/1/2023,47
Malaysia,Negeri Sembilan,Jelebu,property,break_in,1/1/2021,5
Malaysia,Negeri Sembilan,Jelebu,property,break_in,1/1/2022,5
Malaysia,Negeri Sembilan,Jelebu,property,break_in,1/1/2023,10
Malaysia,Negeri Sembilan,Jelebu,property,theft_other,1/1/2021,16
Malaysia,Negeri Sembilan,Jelebu,property,theft_other,1/1/2022,30
Malaysia,Negeri Sembilan,Jelebu,property,theft_other,1/1/2023,31
Malaysia,Negeri Sembilan,Jelebu,property,theft_vehicle_lorry,1/1/2021,0
Malaysia,Negeri Sembilan,Jelebu,property,theft_vehicle_lorry,1/1/2022,1
Malaysia,Negeri Sembilan,Jelebu,property,theft_vehicle_lorry,1/1/2023,0
Malaysia,Negeri Sembilan,Jelebu,property,theft_vehicle_motorcar,1/1/2021,0
Malaysia,Negeri Sembilan,Jelebu,property,theft_vehicle_motorcar,1/1/2022,1
Malaysia,Negeri Sembilan,Jelebu,property,theft_vehicle_motorcar,1/1/2023,0
Malaysia,Negeri Sembilan,Jelebu,property,theft_vehicle_motorcycle,1/1/2021,7
Malaysia,Negeri Sembilan,Jelebu,property,theft_vehicle_motorcycle,1/1/2022,14
Malaysia,Negeri Sembilan,Jelebu,property,theft_vehicle_motorcycle,1/1/2023,6
Malaysia,Negeri Sembilan,Jempol,assault,all,1/1/2021,58
Malaysia,Negeri Sembilan,Jempol,assault,all,1/1/2022,31
Malaysia,Negeri Sembilan,Jempol,assault,all,1/1/2023,49
Malaysia,Negeri Sembilan,Jempol,assault,causing_injury,1/1/2021,38
Malaysia,Negeri Sembilan,Jempol,assault,causing_injury,1/1/2022,19
Malaysia,Negeri Sembilan,Jempol,assault,causing_injury,1/1/2023,33
Malaysia,Negeri Sembilan,Jempol,assault,murder,1/1/2021,2
Malaysia,Negeri Sembilan,Jempol,assault,murder,1/1/2022,0
Malaysia,Negeri Sembilan,Jempol,assault,murder,1/1/2023,0
Malaysia,Negeri Sembilan,Jempol,assault,rape,1/1/2021,7
Malaysia,Negeri Sembilan,Jempol,assault,rape,1/1/2022,7
Malaysia,Negeri Sembilan,Jempol,assault,rape,1/1/2023,7
Malaysia,Negeri Sembilan,Jempol,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Jempol,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Jempol,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Jempol,assault,robbery_gang_unarmed,1/1/2021,2
Malaysia,Negeri Sembilan,Jempol,assault,robbery_gang_unarmed,1/1/2022,0
Malaysia,Negeri Sembilan,Jempol,assault,robbery_gang_unarmed,1/1/2023,6
Malaysia,Negeri Sembilan,Jempol,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Jempol,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Jempol,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Jempol,assault,robbery_solo_unarmed,1/1/2021,9
Malaysia,Negeri Sembilan,Jempol,assault,robbery_solo_unarmed,1/1/2022,5
Malaysia,Negeri Sembilan,Jempol,assault,robbery_solo_unarmed,1/1/2023,3
Malaysia,Negeri Sembilan,Jempol,property,all,1/1/2021,125
Malaysia,Negeri Sembilan,Jempol,property,all,1/1/2022,122
Malaysia,Negeri Sembilan,Jempol,property,all,1/1/2023,156
Malaysia,Negeri Sembilan,Jempol,property,break_in,1/1/2021,47
Malaysia,Negeri Sembilan,Jempol,property,break_in,1/1/2022,38
Malaysia,Negeri Sembilan,Jempol,property,break_in,1/1/2023,59
Malaysia,Negeri Sembilan,Jempol,property,theft_other,1/1/2021,46
Malaysia,Negeri Sembilan,Jempol,property,theft_other,1/1/2022,56
Malaysia,Negeri Sembilan,Jempol,property,theft_other,1/1/2023,71
Malaysia,Negeri Sembilan,Jempol,property,theft_vehicle_lorry,1/1/2021,1
Malaysia,Negeri Sembilan,Jempol,property,theft_vehicle_lorry,1/1/2022,1
Malaysia,Negeri Sembilan,Jempol,property,theft_vehicle_lorry,1/1/2023,2
Malaysia,Negeri Sembilan,Jempol,property,theft_vehicle_motorcar,1/1/2021,4
Malaysia,Negeri Sembilan,Jempol,property,theft_vehicle_motorcar,1/1/2022,6
Malaysia,Negeri Sembilan,Jempol,property,theft_vehicle_motorcar,1/1/2023,1
Malaysia,Negeri Sembilan,Jempol,property,theft_vehicle_motorcycle,1/1/2021,27
Malaysia,Negeri Sembilan,Jempol,property,theft_vehicle_motorcycle,1/1/2022,21
Malaysia,Negeri Sembilan,Jempol,property,theft_vehicle_motorcycle,1/1/2023,23
Malaysia,Negeri Sembilan,Kuala Pilah,assault,all,1/1/2021,14
Malaysia,Negeri Sembilan,Kuala Pilah,assault,all,1/1/2022,14
Malaysia,Negeri Sembilan,Kuala Pilah,assault,all,1/1/2023,18
Malaysia,Negeri Sembilan,Kuala Pilah,assault,causing_injury,1/1/2021,8
Malaysia,Negeri Sembilan,Kuala Pilah,assault,causing_injury,1/1/2022,7
Malaysia,Negeri Sembilan,Kuala Pilah,assault,causing_injury,1/1/2023,4
Malaysia,Negeri Sembilan,Kuala Pilah,assault,murder,1/1/2021,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,murder,1/1/2022,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,murder,1/1/2023,1
Malaysia,Negeri Sembilan,Kuala Pilah,assault,rape,1/1/2021,6
Malaysia,Negeri Sembilan,Kuala Pilah,assault,rape,1/1/2022,4
Malaysia,Negeri Sembilan,Kuala Pilah,assault,rape,1/1/2023,6
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_gang_unarmed,1/1/2021,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_gang_unarmed,1/1/2022,1
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_gang_unarmed,1/1/2023,4
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_solo_unarmed,1/1/2021,0
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_solo_unarmed,1/1/2022,2
Malaysia,Negeri Sembilan,Kuala Pilah,assault,robbery_solo_unarmed,1/1/2023,3
Malaysia,Negeri Sembilan,Kuala Pilah,property,all,1/1/2021,83
Malaysia,Negeri Sembilan,Kuala Pilah,property,all,1/1/2022,103
Malaysia,Negeri Sembilan,Kuala Pilah,property,all,1/1/2023,97
Malaysia,Negeri Sembilan,Kuala Pilah,property,break_in,1/1/2021,15
Malaysia,Negeri Sembilan,Kuala Pilah,property,break_in,1/1/2022,24
Malaysia,Negeri Sembilan,Kuala Pilah,property,break_in,1/1/2023,37
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_other,1/1/2021,52
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_other,1/1/2022,66
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_other,1/1/2023,48
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_vehicle_lorry,1/1/2021,1
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_vehicle_lorry,1/1/2022,0
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_vehicle_lorry,1/1/2023,0
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_vehicle_motorcar,1/1/2021,1
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_vehicle_motorcar,1/1/2022,0
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_vehicle_motorcar,1/1/2023,3
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_vehicle_motorcycle,1/1/2021,14
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_vehicle_motorcycle,1/1/2022,13
Malaysia,Negeri Sembilan,Kuala Pilah,property,theft_vehicle_motorcycle,1/1/2023,9
Malaysia,Negeri Sembilan,Nilai,assault,all,1/1/2021,89
Malaysia,Negeri Sembilan,Nilai,assault,all,1/1/2022,89
Malaysia,Negeri Sembilan,Nilai,assault,all,1/1/2023,111
Malaysia,Negeri Sembilan,Nilai,assault,causing_injury,1/1/2021,36
Malaysia,Negeri Sembilan,Nilai,assault,causing_injury,1/1/2022,31
Malaysia,Negeri Sembilan,Nilai,assault,causing_injury,1/1/2023,32
Malaysia,Negeri Sembilan,Nilai,assault,murder,1/1/2021,0
Malaysia,Negeri Sembilan,Nilai,assault,murder,1/1/2022,0
Malaysia,Negeri Sembilan,Nilai,assault,murder,1/1/2023,2
Malaysia,Negeri Sembilan,Nilai,assault,rape,1/1/2021,9
Malaysia,Negeri Sembilan,Nilai,assault,rape,1/1/2022,15
Malaysia,Negeri Sembilan,Nilai,assault,rape,1/1/2023,14
Malaysia,Negeri Sembilan,Nilai,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Nilai,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Nilai,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Nilai,assault,robbery_gang_unarmed,1/1/2021,23
Malaysia,Negeri Sembilan,Nilai,assault,robbery_gang_unarmed,1/1/2022,14
Malaysia,Negeri Sembilan,Nilai,assault,robbery_gang_unarmed,1/1/2023,46
Malaysia,Negeri Sembilan,Nilai,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Nilai,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Nilai,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Nilai,assault,robbery_solo_unarmed,1/1/2021,21
Malaysia,Negeri Sembilan,Nilai,assault,robbery_solo_unarmed,1/1/2022,29
Malaysia,Negeri Sembilan,Nilai,assault,robbery_solo_unarmed,1/1/2023,17
Malaysia,Negeri Sembilan,Nilai,property,all,1/1/2021,325
Malaysia,Negeri Sembilan,Nilai,property,all,1/1/2022,276
Malaysia,Negeri Sembilan,Nilai,property,all,1/1/2023,298
Malaysia,Negeri Sembilan,Nilai,property,break_in,1/1/2021,82
Malaysia,Negeri Sembilan,Nilai,property,break_in,1/1/2022,88
Malaysia,Negeri Sembilan,Nilai,property,break_in,1/1/2023,58
Malaysia,Negeri Sembilan,Nilai,property,theft_other,1/1/2021,156
Malaysia,Negeri Sembilan,Nilai,property,theft_other,1/1/2022,90
Malaysia,Negeri Sembilan,Nilai,property,theft_other,1/1/2023,130
Malaysia,Negeri Sembilan,Nilai,property,theft_vehicle_lorry,1/1/2021,5
Malaysia,Negeri Sembilan,Nilai,property,theft_vehicle_lorry,1/1/2022,4
Malaysia,Negeri Sembilan,Nilai,property,theft_vehicle_lorry,1/1/2023,3
Malaysia,Negeri Sembilan,Nilai,property,theft_vehicle_motorcar,1/1/2021,11
Malaysia,Negeri Sembilan,Nilai,property,theft_vehicle_motorcar,1/1/2022,19
Malaysia,Negeri Sembilan,Nilai,property,theft_vehicle_motorcar,1/1/2023,19
Malaysia,Negeri Sembilan,Nilai,property,theft_vehicle_motorcycle,1/1/2021,71
Malaysia,Negeri Sembilan,Nilai,property,theft_vehicle_motorcycle,1/1/2022,75
Malaysia,Negeri Sembilan,Nilai,property,theft_vehicle_motorcycle,1/1/2023,88
Malaysia,Negeri Sembilan,Port Dickson,assault,all,1/1/2021,45
Malaysia,Negeri Sembilan,Port Dickson,assault,all,1/1/2022,38
Malaysia,Negeri Sembilan,Port Dickson,assault,all,1/1/2023,52
Malaysia,Negeri Sembilan,Port Dickson,assault,causing_injury,1/1/2021,19
Malaysia,Negeri Sembilan,Port Dickson,assault,causing_injury,1/1/2022,19
Malaysia,Negeri Sembilan,Port Dickson,assault,causing_injury,1/1/2023,25
Malaysia,Negeri Sembilan,Port Dickson,assault,murder,1/1/2021,2
Malaysia,Negeri Sembilan,Port Dickson,assault,murder,1/1/2022,1
Malaysia,Negeri Sembilan,Port Dickson,assault,murder,1/1/2023,4
Malaysia,Negeri Sembilan,Port Dickson,assault,rape,1/1/2021,4
Malaysia,Negeri Sembilan,Port Dickson,assault,rape,1/1/2022,2
Malaysia,Negeri Sembilan,Port Dickson,assault,rape,1/1/2023,10
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_gang_unarmed,1/1/2021,7
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_gang_unarmed,1/1/2022,10
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_gang_unarmed,1/1/2023,10
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_solo_unarmed,1/1/2021,13
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_solo_unarmed,1/1/2022,6
Malaysia,Negeri Sembilan,Port Dickson,assault,robbery_solo_unarmed,1/1/2023,3
Malaysia,Negeri Sembilan,Port Dickson,property,all,1/1/2021,199
Malaysia,Negeri Sembilan,Port Dickson,property,all,1/1/2022,180
Malaysia,Negeri Sembilan,Port Dickson,property,all,1/1/2023,164
Malaysia,Negeri Sembilan,Port Dickson,property,break_in,1/1/2021,74
Malaysia,Negeri Sembilan,Port Dickson,property,break_in,1/1/2022,52
Malaysia,Negeri Sembilan,Port Dickson,property,break_in,1/1/2023,35
Malaysia,Negeri Sembilan,Port Dickson,property,theft_other,1/1/2021,93
Malaysia,Negeri Sembilan,Port Dickson,property,theft_other,1/1/2022,100
Malaysia,Negeri Sembilan,Port Dickson,property,theft_other,1/1/2023,84
Malaysia,Negeri Sembilan,Port Dickson,property,theft_vehicle_lorry,1/1/2021,1
Malaysia,Negeri Sembilan,Port Dickson,property,theft_vehicle_lorry,1/1/2022,0
Malaysia,Negeri Sembilan,Port Dickson,property,theft_vehicle_lorry,1/1/2023,2
Malaysia,Negeri Sembilan,Port Dickson,property,theft_vehicle_motorcar,1/1/2021,8
Malaysia,Negeri Sembilan,Port Dickson,property,theft_vehicle_motorcar,1/1/2022,2
Malaysia,Negeri Sembilan,Port Dickson,property,theft_vehicle_motorcar,1/1/2023,10
Malaysia,Negeri Sembilan,Port Dickson,property,theft_vehicle_motorcycle,1/1/2021,23
Malaysia,Negeri Sembilan,Port Dickson,property,theft_vehicle_motorcycle,1/1/2022,26
Malaysia,Negeri Sembilan,Port Dickson,property,theft_vehicle_motorcycle,1/1/2023,33
Malaysia,Negeri Sembilan,Rembau,assault,all,1/1/2021,11
Malaysia,Negeri Sembilan,Rembau,assault,all,1/1/2022,14
Malaysia,Negeri Sembilan,Rembau,assault,all,1/1/2023,8
Malaysia,Negeri Sembilan,Rembau,assault,causing_injury,1/1/2021,6
Malaysia,Negeri Sembilan,Rembau,assault,causing_injury,1/1/2022,3
Malaysia,Negeri Sembilan,Rembau,assault,causing_injury,1/1/2023,3
Malaysia,Negeri Sembilan,Rembau,assault,murder,1/1/2021,0
Malaysia,Negeri Sembilan,Rembau,assault,murder,1/1/2022,0
Malaysia,Negeri Sembilan,Rembau,assault,murder,1/1/2023,0
Malaysia,Negeri Sembilan,Rembau,assault,rape,1/1/2021,0
Malaysia,Negeri Sembilan,Rembau,assault,rape,1/1/2022,7
Malaysia,Negeri Sembilan,Rembau,assault,rape,1/1/2023,1
Malaysia,Negeri Sembilan,Rembau,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Rembau,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Rembau,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Rembau,assault,robbery_gang_unarmed,1/1/2021,2
Malaysia,Negeri Sembilan,Rembau,assault,robbery_gang_unarmed,1/1/2022,3
Malaysia,Negeri Sembilan,Rembau,assault,robbery_gang_unarmed,1/1/2023,4
Malaysia,Negeri Sembilan,Rembau,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Rembau,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Rembau,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Rembau,assault,robbery_solo_unarmed,1/1/2021,3
Malaysia,Negeri Sembilan,Rembau,assault,robbery_solo_unarmed,1/1/2022,1
Malaysia,Negeri Sembilan,Rembau,assault,robbery_solo_unarmed,1/1/2023,0
Malaysia,Negeri Sembilan,Rembau,property,all,1/1/2021,49
Malaysia,Negeri Sembilan,Rembau,property,all,1/1/2022,45
Malaysia,Negeri Sembilan,Rembau,property,all,1/1/2023,56
Malaysia,Negeri Sembilan,Rembau,property,break_in,1/1/2021,15
Malaysia,Negeri Sembilan,Rembau,property,break_in,1/1/2022,8
Malaysia,Negeri Sembilan,Rembau,property,break_in,1/1/2023,11
Malaysia,Negeri Sembilan,Rembau,property,theft_other,1/1/2021,25
Malaysia,Negeri Sembilan,Rembau,property,theft_other,1/1/2022,27
Malaysia,Negeri Sembilan,Rembau,property,theft_other,1/1/2023,23
Malaysia,Negeri Sembilan,Rembau,property,theft_vehicle_lorry,1/1/2021,2
Malaysia,Negeri Sembilan,Rembau,property,theft_vehicle_lorry,1/1/2022,0
Malaysia,Negeri Sembilan,Rembau,property,theft_vehicle_lorry,1/1/2023,2
Malaysia,Negeri Sembilan,Rembau,property,theft_vehicle_motorcar,1/1/2021,0
Malaysia,Negeri Sembilan,Rembau,property,theft_vehicle_motorcar,1/1/2022,2
Malaysia,Negeri Sembilan,Rembau,property,theft_vehicle_motorcar,1/1/2023,2
Malaysia,Negeri Sembilan,Rembau,property,theft_vehicle_motorcycle,1/1/2021,7
Malaysia,Negeri Sembilan,Rembau,property,theft_vehicle_motorcycle,1/1/2022,8
Malaysia,Negeri Sembilan,Rembau,property,theft_vehicle_motorcycle,1/1/2023,18
Malaysia,Negeri Sembilan,Seremban,assault,all,1/1/2021,182
Malaysia,Negeri Sembilan,Seremban,assault,all,1/1/2022,158
Malaysia,Negeri Sembilan,Seremban,assault,all,1/1/2023,156
Malaysia,Negeri Sembilan,Seremban,assault,causing_injury,1/1/2021,99
Malaysia,Negeri Sembilan,Seremban,assault,causing_injury,1/1/2022,57
Malaysia,Negeri Sembilan,Seremban,assault,causing_injury,1/1/2023,44
Malaysia,Negeri Sembilan,Seremban,assault,murder,1/1/2021,5
Malaysia,Negeri Sembilan,Seremban,assault,murder,1/1/2022,7
Malaysia,Negeri Sembilan,Seremban,assault,murder,1/1/2023,0
Malaysia,Negeri Sembilan,Seremban,assault,rape,1/1/2021,20
Malaysia,Negeri Sembilan,Seremban,assault,rape,1/1/2022,22
Malaysia,Negeri Sembilan,Seremban,assault,rape,1/1/2023,23
Malaysia,Negeri Sembilan,Seremban,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Seremban,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Seremban,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Seremban,assault,robbery_gang_unarmed,1/1/2021,32
Malaysia,Negeri Sembilan,Seremban,assault,robbery_gang_unarmed,1/1/2022,39
Malaysia,Negeri Sembilan,Seremban,assault,robbery_gang_unarmed,1/1/2023,54
Malaysia,Negeri Sembilan,Seremban,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Seremban,assault,robbery_solo_armed,1/1/2022,1
Malaysia,Negeri Sembilan,Seremban,assault,robbery_solo_armed,1/1/2023,1
Malaysia,Negeri Sembilan,Seremban,assault,robbery_solo_unarmed,1/1/2021,26
Malaysia,Negeri Sembilan,Seremban,assault,robbery_solo_unarmed,1/1/2022,32
Malaysia,Negeri Sembilan,Seremban,assault,robbery_solo_unarmed,1/1/2023,34
Malaysia,Negeri Sembilan,Seremban,property,all,1/1/2021,502
Malaysia,Negeri Sembilan,Seremban,property,all,1/1/2022,540
Malaysia,Negeri Sembilan,Seremban,property,all,1/1/2023,606
Malaysia,Negeri Sembilan,Seremban,property,break_in,1/1/2021,118
Malaysia,Negeri Sembilan,Seremban,property,break_in,1/1/2022,142
Malaysia,Negeri Sembilan,Seremban,property,break_in,1/1/2023,171
Malaysia,Negeri Sembilan,Seremban,property,theft_other,1/1/2021,194
Malaysia,Negeri Sembilan,Seremban,property,theft_other,1/1/2022,186
Malaysia,Negeri Sembilan,Seremban,property,theft_other,1/1/2023,233
Malaysia,Negeri Sembilan,Seremban,property,theft_vehicle_lorry,1/1/2021,14
Malaysia,Negeri Sembilan,Seremban,property,theft_vehicle_lorry,1/1/2022,4
Malaysia,Negeri Sembilan,Seremban,property,theft_vehicle_lorry,1/1/2023,16
Malaysia,Negeri Sembilan,Seremban,property,theft_vehicle_motorcar,1/1/2021,36
Malaysia,Negeri Sembilan,Seremban,property,theft_vehicle_motorcar,1/1/2022,48
Malaysia,Negeri Sembilan,Seremban,property,theft_vehicle_motorcar,1/1/2023,40
Malaysia,Negeri Sembilan,Seremban,property,theft_vehicle_motorcycle,1/1/2021,140
Malaysia,Negeri Sembilan,Seremban,property,theft_vehicle_motorcycle,1/1/2022,160
Malaysia,Negeri Sembilan,Seremban,property,theft_vehicle_motorcycle,1/1/2023,146
Malaysia,Negeri Sembilan,Tampin,assault,all,1/1/2021,24
Malaysia,Negeri Sembilan,Tampin,assault,all,1/1/2022,20
Malaysia,Negeri Sembilan,Tampin,assault,all,1/1/2023,10
Malaysia,Negeri Sembilan,Tampin,assault,causing_injury,1/1/2021,12
Malaysia,Negeri Sembilan,Tampin,assault,causing_injury,1/1/2022,10
Malaysia,Negeri Sembilan,Tampin,assault,causing_injury,1/1/2023,4
Malaysia,Negeri Sembilan,Tampin,assault,murder,1/1/2021,2
Malaysia,Negeri Sembilan,Tampin,assault,murder,1/1/2022,1
Malaysia,Negeri Sembilan,Tampin,assault,murder,1/1/2023,0
Malaysia,Negeri Sembilan,Tampin,assault,rape,1/1/2021,3
Malaysia,Negeri Sembilan,Tampin,assault,rape,1/1/2022,4
Malaysia,Negeri Sembilan,Tampin,assault,rape,1/1/2023,2
Malaysia,Negeri Sembilan,Tampin,assault,robbery_gang_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Tampin,assault,robbery_gang_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Tampin,assault,robbery_gang_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Tampin,assault,robbery_gang_unarmed,1/1/2021,4
Malaysia,Negeri Sembilan,Tampin,assault,robbery_gang_unarmed,1/1/2022,1
Malaysia,Negeri Sembilan,Tampin,assault,robbery_gang_unarmed,1/1/2023,2
Malaysia,Negeri Sembilan,Tampin,assault,robbery_solo_armed,1/1/2021,0
Malaysia,Negeri Sembilan,Tampin,assault,robbery_solo_armed,1/1/2022,0
Malaysia,Negeri Sembilan,Tampin,assault,robbery_solo_armed,1/1/2023,0
Malaysia,Negeri Sembilan,Tampin,assault,robbery_solo_unarmed,1/1/2021,3
Malaysia,Negeri Sembilan,Tampin,assault,robbery_solo_unarmed,1/1/2022,4
Malaysia,Negeri Sembilan,Tampin,assault,robbery_solo_unarmed,1/1/2023,2
Malaysia,Negeri Sembilan,Tampin,property,all,1/1/2021,90
Malaysia,Negeri Sembilan,Tampin,property,all,1/1/2022,87
Malaysia,Negeri Sembilan,Tampin,property,all,1/1/2023,54
Malaysia,Negeri Sembilan,Tampin,property,break_in,1/1/2021,24
Malaysia,Negeri Sembilan,Tampin,property,break_in,1/1/2022,25
Malaysia,Negeri Sembilan,Tampin,property,break_in,1/1/2023,17
Malaysia,Negeri Sembilan,Tampin,property,theft_other,1/1/2021,45
Malaysia,Negeri Sembilan,Tampin,property,theft_other,1/1/2022,39
Malaysia,Negeri Sembilan,Tampin,property,theft_other,1/1/2023,23
Malaysia,Negeri Sembilan,Tampin,property,theft_vehicle_lorry,1/1/2021,1
Malaysia,Negeri Sembilan,Tampin,property,theft_vehicle_lorry,1/1/2022,0
Malaysia,Negeri Sembilan,Tampin,property,theft_vehicle_lorry,1/1/2023,2
Malaysia,Negeri Sembilan,Tampin,property,theft_vehicle_motorcar,1/1/2021,2
Malaysia,Negeri Sembilan,Tampin,property,theft_vehicle_motorcar,1/1/2022,3
Malaysia,Negeri Sembilan,Tampin,property,theft_vehicle_motorcar,1/1/2023,4
Malaysia,Negeri Sembilan,Tampin,property,theft_vehicle_motorcycle,1/1/2021,18
Malaysia,Negeri Sembilan,Tampin,property,theft_vehicle_motorcycle,1/1/2022,20
Malaysia,Negeri Sembilan,Tampin,property,theft_vehicle_motorcycle,1/1/2023,8
Malaysia,Pahang,All,assault,all,1/1/2021,413
Malaysia,Pahang,All,assault,all,1/1/2022,395
Malaysia,Pahang,All,assault,all,1/1/2023,409
Malaysia,Pahang,All,assault,causing_injury,1/1/2021,204
Malaysia,Pahang,All,assault,causing_injury,1/1/2022,192
Malaysia,Pahang,All,assault,causing_injury,1/1/2023,168
Malaysia,Pahang,All,assault,murder,1/1/2021,11
Malaysia,Pahang,All,assault,murder,1/1/2022,11
Malaysia,Pahang,All,assault,murder,1/1/2023,5
Malaysia,Pahang,All,assault,rape,1/1/2021,113
Malaysia,Pahang,All,assault,rape,1/1/2022,118
Malaysia,Pahang,All,assault,rape,1/1/2023,119
